Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28514478,Who Rules the World? (American Empire Project),Noam Chomsky,"Chomsky, Noam",,"=""162779381X""","=""9781627793810""",0,4.05,Metropolitan Books/Henry Holt & Co. (NYC),Hardcover,320,2016,2014,,2019/03/06,to-read,to-read (#142),to-read,,,,0,0
62659,Profit Over People: Neoliberalism and Global Order,Noam Chomsky,"Chomsky, Noam",Robert W. McChesney,"=""1888363827""","=""9781888363821""",0,4.03,Seven Stories Press,Paperback,175,1999,1998,,2019/03/06,to-read,to-read (#141),to-read,,,,0,0
346075,The Early Mathematical Manuscripts of Leibniz (Books on Mathematics),Gottfried Wilhelm von Leibniz,"Leibniz, Gottfried Wilhelm von",J.M. Child,"=""0486445968""","=""9780486445960""",0,4.25,Dover Publications,paper,256,2005,1920,,2019/03/06,to-read,to-read (#139),to-read,,,,0,0
1072517,Discourse on Metaphysics and the Monadology,Gottfried Wilhelm von Leibniz,"Leibniz, Gottfried Wilhelm von",George R. Montgomery,"=""0879757752""","=""9780879757755""",0,3.57,Prometheus,Paperback,96,1992,1686,,2019/03/06,to-read,to-read (#138),to-read,,,,0,0
208054,Discourse on Metaphysics and Other Essays,Gottfried Wilhelm von Leibniz,"Leibniz, Gottfried Wilhelm von","Roger Ariew, Daniel Garber","=""0872201325""","=""9780872201323""",0,3.90,"Hackett Publishing Company, Inc.",Paperback,96,1991,1686,,2019/03/06,to-read,to-read (#137),to-read,,,,0,0
649465,Philosophical Essays,Gottfried Wilhelm von Leibniz,"Leibniz, Gottfried Wilhelm von","Roger Ariew, Daniel Garber","=""0872200620""","=""9780872200623""",0,3.91,Hackett Publishing Company,Paperback,366,1989,1716,,2019/03/06,to-read,to-read (#136),to-read,,,,0,0
51785,The Principles of Mathematics,Bertrand Russell,"Russell, Bertrand",,"=""0393314049""","=""9780393314045""",0,4.06,W. W. Norton & Company,Paperback,576,1996,1903,,2019/03/06,to-read,to-read (#135),to-read,,,,0,0
67331,Mysticism and Logic,Bertrand Russell,"Russell, Bertrand",,"=""0486434400""","=""9780486434407""",0,3.80,Dover Publications,Paperback,192,2004,1910,,2019/03/06,to-read,to-read (#134),to-read,,,,0,0
51788,The Analysis of Mind,Bertrand Russell,"Russell, Bertrand",,"=""0486445518""","=""9780486445519""",0,3.79,Dover Publications,Paperback,192,2005,1921,,2019/03/06,to-read,to-read (#133),to-read,,,,0,0
31886,Introduction to Mathematical Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0486277240""","=""9780486277240""",0,4.04,Dover Publications,Paperback,224,1993,1918,,2019/03/06,to-read,to-read (#132),to-read,,,,0,0
51790,Religion and Science,Bertrand Russell,"Russell, Bertrand",Michael Ruse,"=""0195115511""","=""9780195115512""",0,3.96,Oxford University Press,Paperback,272,1997,1935,,2019/03/06,to-read,to-read (#131),to-read,,,,0,0
31799,The Problems of Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""1421903679""","=""9781421903675""",0,3.91,Indypublish.Com,Paperback,116,2005,1912,,2019/03/06,to-read,to-read (#130),to-read,,,,0,0
30658,Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872201929""","=""9780872201927""",3,3.74,Hackett Publishing Company,Paperback,59,1993,1641,2019/03/01,2019/03/06,,,read,,,,1,0
7367893,Octopus: The Ocean's Intelligent Invertebrate,Jennifer A. Mather,"Mather, Jennifer A.","Roland C. Anderson, James B. Wood","=""1604690674""","=""9781604690675""",0,4.02,Timber Press,Hardcover,208,2010,2010,2016/01/01,2016/06/14,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,4.16,Crown Currency,Hardcover,195,2014,2014,2016/01/01,2016/02/23,,,read,,,,1,0
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",5,4.39,Random House,Mass Market Paperback,384,2002,1980,2016/01/11,2015/11/02,,,read,"-Looking to the Stars. <br/>-Importance of taking an unbiased look at the world and love for science.<br/>-Realizing the pettiness of our problems and how small we are.<br/>-The immensity of the cosmos.<br/>-The mind blowing in every day things. <br/>-Life is precious, war is pointless.<br/>-Everyone has a different perspective. <br/>-We are capable of anything but are hindered by our own reptilian parts of our brains.<br/>-""We are like butterflies who flutter for a day and think its eternity.""<br/>-“We make our world significant by the courage of our questions and the depth of our answers” <br/>-Everything is just atoms in different combinations.<br/>-“Books break the shackles of time, proof that humans can work magic.”<br/>-“Every one of us is, in the cosmic perspective, precious. If a human disagrees with you, let him live. In a hundred billion galaxies, you will not find another.” <br/>-“Every aspect of Nature reveals a deep mystery and touches our sense of wonder and awe. Those afraid of the universe as it really is, those who pretend to nonexistent knowledge and envision a Cosmos centered on human beings will prefer the fleeting comforts of superstition. They avoid rather than confront the world. But those with the courage to explore the weave and structure of the Cosmos, even where it differs profoundly from their wishes and prejudices, will penetrate its deepest <br/>mysteries.” <br/>*-""We are a way for the cosmos to know itself""*<br/>-“It is said that men may not be the dreams of the god, but rather that the gods are the dreams of men.” ",,,1,0
5771014,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,"Coyle, Daniel",John Farrell,"=""1598878735""","=""9781598878738""",5,4.04,HighBridge Company,Audio CD,288,2009,2009,2016/01/23,2015/11/21,,,read,"-Myelin- The physical insulation that wraps are skill circuits<br/>-Deep Learning- Actual refinement and improvement in the motion and physical action of skill<br/>-Ignition- The initial fire that created the persons drive to pursue the talent<br/>-Motivation- the day to day motivation that keeps someone going to keep pursuing the talent<br/>-Master Coaching- the coaches who help make it happen and inspire<br/>-Forming Circuits- wrapping myelin around the circuits<br/>-Wrapping Circuits- Increased practice<br/>-Making mistakes to learn<br/>-Learning from failure<br/>-Failure is learning- failure is the most useful teacher<br/>-Hot Beds of Talent Have Real Reasons For Existing<br/>-There is no magic to talent or amazing <br/>-“The sweet spot: that productive, uncomfortable terrain located just beyond our current abilities, where our reach exceeds our grasp. Deep practice is not simply about struggling; it's about seeking a particular struggle, which involves a cycle of distinct actions.” <br/>-“Although talent feels and looks predestined, in fact we have a good deal of control over what skills we develop, and we have more potential than we might ever presume to guess.”<br/>-“Carol Dweck, the psychologist who studies motivation, likes to say that all the world's parenting advice can be distilled to two simple rules: pay attention to what your children are fascinated by, and praise them for their effort.” <br/>-“repetition. “Don't look for the big, quick improvement. Seek the small improvement one day at a time. That's the only way it happens—and when it happens, it lasts,” he wrote in The Wisdom of Wooden.”<br/>-“You will become clever through your mistakes. —German proverb” <br/>- “Skill is a cellular insulation that wraps neural circuits and that grows in response to certain signals.”  <br/>-“To sum up: it's time to rewrite the maxim that practice makes perfect. The truth is, practice makes myelin, and myelin makes perfect.” ",,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2016/03/06,2016/03/04,,,read,"Not a review, notes for myself.<br/><br/>There is no magic to success. There are droves of people with the same intelligence, grit, vision, and spirit, or greater, than Bill Gates or any other incredibly successful person.<br/>These people find success, but to become a true OUTLIER is dependent on stacks of small advantages accumulating and doors opening<br/>Cultural and slight differences in psychology and outlook can have profound effects on the success or failure of someone<br/>Success and failure are real things with real causes, again no magic<br/>A crucible of experience and repeated effort and failure, 10,000 hours of practice makes mastery<br/>Big Ideas of today are not the big ideas of tomorrow, the computer revolution is as over and gone as the American Industrial Revolution. The next revolution will hit and the people who already have their hours logged and seize the opportunity are the ones who will become outliers. There will be no more Jewish Bronx Lawyers who found giant firms. From and his partners ""advantages"" are no longer relevant although they can still produce success<br/>Timing is EVERYTHING- Luck really is opportunity meets preparation. The two create exponential returns on each other<br/>Effort, grit, and persistence is the rule. Timing and opportunity are what cause the explosion, grit and determination build the rocket around you<br/>Where do you want your 10,000 hours to go?<br/>The cultural effect on people is profound- lessons from the Korean Case study is that transparency and direct and clear communication of information is the most valuable infrastructure to working and problem solving. Communication is key, and the quality of communication leads to the quality of solving problems<br/><br/>",true,,1,0
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,4.22,Gallery Books,Paperback,288,1998,1936,2016/03/08,2015/11/02,,,read,"Not Review, Personal notes<br/><br/>Be Considerate of others, value the view of the other side when trying to influence<br/>Criticizing people does not work to get them to come around, neither does complaining<br/>Everyone wants to feel important and appreciated<br/>Sincerity is the most valuable component of persuasion<br/>The best way to get someone to do something is to get them to want to do it, that is also the only way to get them to do something<br/>Show Interest in others, talk more about what they like than what you like<br/>Be a selfless conversationalist, people care more about themselves and their own interests than your own<br/>Evoke a sincere interest in the other person<br/>Smiling is a way to open doors<br/>Remember peoples names, names are important<br/>A persons name is their favorite word <br/>Encourage other people to talk about themselves<br/>Talk in terms of others interests<br/>Help others to feel important<br/>Genuine interest, friendly demeanor, remembering the name, good listening, talk about their interests, sincerely make them feel important<br/>You can't win and argument, no one wins arguments. The objective is to get the other person around to your side of thinking. Arguing always makes the gulf wider and them more set in their resolve<br/>Avoid argument at all cost<br/>Respect others opinions, never call them out or say they are wrong. Understand where they are coming from. Sincere understanding<br/>Admit when you are wrong, take the wind out of other peoples sails<br/>Begin in a friendly way, get someone saying yes, yes immediately. Do not get no's<br/>Let other people do most of the talking<br/>Let other people take credit for idea, get them to believe they were vital parts of the process<br/>See things from others point of view<br/>Be sympathetic with others ideas and desires<br/>Appeal to nobler intentions<br/>Dramatize your ideas<br/>Challenge others, provoke competition to favor everyone<br/>When finding faults or criticizing, begin with honest appreciation and praise<br/>Indirectly call to their mistakes<br/>Feel free to also talk about your own mistakes as well<br/>Ask questions, no one likes direct orders<br/>Help people save face<br/>Give encouragement<br/>Give them a good name, a good reputation to live up to that they want to continue to emulate<br/>Make problems and faults seem like small easy corrections, continue to give praise<br/>Try and get people happy to follow suggestions<br/><br/>In the end this book has taught that the idea is not to strong arm or mind fuck people into your way of thinking or doing what you want. Bullying is ineffective and will lead to people hating you. Genuine interest and gratitude in other people is the key to the bottom line. The bottom line must always be identified, be it making a sale, keeping a contract, fixing errors, improving an employee, ect. The approach that gets people eager to improve or see your way of thinking is the one that wins. So be sincere and genuine and take interest in others. Be selfless and tactful. ",,,1,0
81948,The E-myth Revisited,Michael E. Gerber,"Gerber, Michael E.",,"=""0887307280""","=""9780887307287""",4,4.06,Harper Collins,Unknown Binding,269,1995,1985,2016/03/13,2016/03/07,,,read,"Personal Notes, Not review<br/><br/>Three Personalities- The Entrepreneur, ideas, vision, innovation<br/>                                    The Technician- Day to day operations, the ""job"", ground level tactical work<br/>                                   The Manager- System overseer<br/>Balance all three personalities to create reliable and efficient systems for a ground level technician to perform that fits the vision and innovation/ideas of the entrepreneur. The owner must have a direct vision in mind and set plans and standards for the business to meet. Even if they never meet them, any plan is better than no plan.<br/>The Prototype- think of the first business/ location as a prototype that will be polished enough to where you could open a thousand more like it an each one will be a fine tuned machine, operable by lowest possible skilled people. ""Turn Key"" means you sell the business or a franchise and all the owner has to do is ""turn the key"".<br/>The business is everything, operations, product, assets, idea, value it creates<br/>Consistent value is everything for the customer<br/>Innovation, quantification and orchestration. Have the idea to improve, quantify the significance of the improvement using data, and orchestrate the innovation.<br/>Have a set general aim for your venture<br/>Determine from the beginning the organizational strategies and the means to hold these accountable<br/>Have a management strategy to keep things running<br/>Systems are anything that you are able to implement to where it will produce results<br/>Any system that can be implemented to where no one has to think about it and can walk away from it is extremely valuable<br/>Systems are the foundation of the entire business.<br/><br/>The main idea of the book is to design and implement all the necessary systems to efficiently and effectively deliver the value and commodity to the customer. Making and polishing the entire business until you can walk away and watch it run smoothly without you. <br/>Primary Aim---Strategic Objective---Organizational implementation---tactical objectives<br/>Two overarching milestones <br/>Creating value- Design of your product and the complete package you are selling to the customer<br/>Make Money- Get the customers buying and coming back<br/>Between these are the small things, sales approach, idea for the values, access point to and for customers ect.<br/>What you make is the commodity, what you sell is your business.<br/>Ie: make engraved cases, sell personalization. ",true,,1,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,"Collins, James C.",Jim Collins,"=""0066620996""","=""9780066620992""",0,4.14,Harper Business,Hardcover,300,2001,2001,2016/05/04,2015/11/02,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,2016/06/13,2016/06/13,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.01,William Morrow,Hardcover,268,2006,2005,2016/06/07,2016/06/02,,,read,,,,1,0
70420,The Undercover Economist,Tim Harford,"Harford, Tim",,"=""0195189779""","=""9780195189773""",4,3.81,Oxford University Press,Hardcover,288,2005,2005,2016/09/06,2016/09/05,,,read,"“There is much more to life than what gets measured in accounts. Even economists know that.” <br/><br/>“Hours are long. Wages are pitiful. But sweatshops are the symptom, not the cause, of shocking global poverty. Workers go there voluntarily, which means—hard as it is to believe—that whatever their alternatives are, they are worse. They stay there, too; turnover rates of multinational-owned factories are low, because conditions and pay, while bad, are better than those in factories run by local firms. And even a local company is likely to pay better than trying to earn money without a job: running an illegal street stall, working as a prostitute, or combing reeking landfills in cities like Manila to find recyclable goods.” <br/><br/>“The dictator has to keep the economy functioning in order to keep stealing from it.” <br/><br/>“Fight scarcity power and corruption; correct externalities; try to maximise information; get the incentives right; engage with other countries; and most of all embrace markets, which do most of these jobs at the same time.” <br/><br/>“if there’s a profitable deal to be done between somebody who has something unique and someone who has something which can be replaced, then the profits will go to the owner of the unique resource.” <br/><br/>“Someone who knows the price of everything and the value of nothing. Oscar Wilde’s definition of a cynic, now commonly applied to economists Imagine” ",,,1,0
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo",,"=""0399184414""","=""9780399184413""",3,3.98,Riverhead Books,Hardcover,81,2016,2014,2016/10/02,2016/06/30,,,read,A good introduction to some physics concepts,,,1,0
111917,Wealth and Democracy: A Political History of the American Rich,Kevin Phillips,"Phillips, Kevin",,"=""0767905342""","=""9780767905343""",5,3.93,Crown,Paperback,473,2003,2002,2016/11/14,2016/11/14,,,read,Thought provoking and well sited history of wealth distribution in the western world and the relationship it shares with government and politics. Really makes you think about the modern aristocracy present in America and angry at the tax breaks seen by the highest class of wealth. ,,,1,0
20707975,Space Chronicles: Facing the Ultimate Frontier,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Avis Lang,"=""0393350371""","=""9780393350371""",4,3.99,W. W. Norton & Company,Paperback,384,2014,2012,2016/12/12,2016/01/11,,,read,,,,1,0
7247854,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,"Kean, Sam",,"=""0316051640""","=""9780316051644""",5,3.93,"Little, Brown and Company",Hardcover,394,2010,2010,2016/12/30,2016/09/08,,,read,,,,1,0
1216792,Crystals and Crystal Growing,Alan Holden,"Holden, Alan",Phylis Morrison,"=""0262580500""","=""9780262580502""",4,3.81,Mit Pr,Paperback,350,1982,1960,2017/01/05,2017/01/05,,,read,,,,1,0
1038519,The Neutrino: Ghost Particle of the Atom,Isaac Asimov,"Asimov, Isaac",,"=""0380004836""","=""9780380004836""",0,4.14,Avon Books,Mass Market Paperback,223,1980,1969,2017/02/02,2017/05/04,,,read,,,,1,0
38412,Fermat's Enigma,Simon Singh,"Singh, Simon",John Lynch,"=""0385493622""","=""9780385493628""",0,4.29,Anchor,Paperback,315,1998,1997,2017/07/17,2016/09/03,,,read,,,,1,0
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,"Capra, Fritjof",,"=""1570625190""","=""9781570625190""",5,3.97,"Shambhala Publications, Inc.",Paperback,366,2000,1975,2017/08/07,2017/07/31,,,read,,,,1,0
1505148,Drugs and the Mind,Robert S. de Ropp,"Ropp, Robert S. de",,"=""""","=""""",4,3.74,Random House Trade Paperbacks,Paperback,,1961,1957,2017/10/23,2017/10/26,,,read,,,,1,0
83518,The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,"Kurzweil, Ray",,"=""0143037889""","=""9780143037880""",0,3.93,Penguin ,Paperback,652,2006,2005,2019/01/01,2016/03/10,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.02,Vintage International,Paperback,159,1989,1942,2019/03/06,2018/10/18,,,read,,,,1,0
501201,Warrior's Way: A Twentieth Century Odyssey (Consciousness Classics),Robert S. de Ropp,"Ropp, Robert S. de",,"=""0895560798""","=""9780895560797""",4,4.06,Gateways Books & Tapes,Paperback,304,1992,1979,2017/02/27,2017/02/26,,,read,,,,1,0
13277589,Leonardo and the Last Supper,Ross King,"King, Ross",,"=""038566608X""","=""9780385666084""",5,3.92,Bond Street Books,Hardcover,336,2012,2012,2017/07/10,2017/07/11,,,read,,,,1,0
11128807,How Computers Work: Processor And Main Memory (Second Edition),Roger Young,"Young, Roger",,"=""1442113987""","=""9781442113985""",0,3.50,CreateSpace Independent Publishing Platform,Paperback,152,2009,2002,2017/08/20,2016/10/11,,,read,,,,1,0
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735611319""","=""9780735611313""",0,4.39,Microsoft Press,Paperback,400,2000,1999,2018/01/01,2016/06/07,,,read,,,,2,0
27323,Hiroshima,John Hersey,"Hersey, John",,"=""0679721037""","=""9780679721031""",4,4.03,Vintage,Paperback,152,1989,1946,2018/06/01,2017/12/14,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",0,3.90,Signet Classics,Paperback,118,2002,1895,,2017/12/13,,,read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",5,4.39,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2017/12/12,,,read,,,,1,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",5,4.07,Ballantine Books,Mass Market Paperback,296,1987,1928,,2018/03/27,,,read,,,,1,0
375802,"Ender’s Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",3,4.31,Tor,Mass Market Paperback,324,2004,1985,,2016/04/28,,,read,,,,1,0
857333,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,"Waitzkin, Josh",,"=""0743277457""","=""9780743277457""",3,4.05,Free Press,Hardcover,265,2007,2007,2015/11/17,2015/11/02,,,read,"-Numbers to leave numbers, or form to leave form- this means to practice the technical requirements and go through the motions over and over to be able to eventually hand it over to the subconscious<br/>-Losing to win- learn and study each defeat. You are only defeated if you don't learn from your losses<br/>-Entity and Incremental Philosophies- ""I am bad at math"" vs. ""I should have worked harder at this"". learning is best approached as incremental. No ""learned helplessness""<br/>-Learning to flow with whatever comes, undistracted by random, unexpected events. (This is where 99.9% of the population struggles, and stagnates.)<br/>-Learning to actually use those events to your advantage.<br/>-Learning to be completely self-sufficient by creating your own earthquakes – so your “mental process feeds itself explosive inspirations without the need for outside stimulus.”Make small circles-<br/>-Interval training- low intensity, and then high intensity coupled between<br/>-Learn to do slow and then condense, form to leave form<br/>-""Try again, Fail again. Fail Better.<br/>-""You will become clever through your mistakes""<br/>-""Education is not the filling of a pail but the lighting of a fire""<br/>-The Downward Spiral- One bad event or unexpected event will cause a series of fucked up events that will throw you off competition and basically throw off the entire day- the time was slightly altered, he ate too much, he lost<br/>-The distinguishing factor in the pursuit of excellence is depth over breadth – to “plunge into the detailed mystery of the micro in order to understand what makes the macro tick.” Immersed in the busy modern world, many people are completely unfamiliar with the focus required to do so, but the path to greatness is to truly and completely master the essentials at the deepest level possible, rather than amass a range of ancillary abilities.<br/>- Adversity is not Roadblocks- adversity is not challenges to be dodged and overcome, but ways to polish your skills and learn and grow in what you do<br/>-""Read and Control Intention""- there is no mystical, only the actual abilities and science behind the accomplishments and feats of others<br/>",,,1,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",4,3.91,HarperCollins,Paperback,197,1993,1988,2015/11/22,2015/11/17,,,read,"Personal notes, not review<br/>+Themes<br/>-Follow your heart<br/>-Enjoy the journey<br/>-Learn from everything<br/>-Learn to enjoy everything<br/>-""Its the possibility of having dreams come true that make life interesting,""<br/>-Love every moment.<br/>-There is only one thing that keeps a dream from being realized: the fear of failure,<br/>-Always listen to your heart, or your ""intuition"".<br/>-“When we love, we always strive to become better than we are. When we strive to become better than we are, everything around us becomes better too.” <br/>-""The secret of life, though, is to fall seven times and to get up eight times.” <br/>-“Everyone seems to have a clear idea of how other people should lead their lives, but none about his or her own.”<br/>-“Every blessing ignored becomes a curse.” ― Paulo Coelho,",true,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.17,Ecco,Hardcover,392,2015,2015,2016/01/01,2016/01/11,,,read,,,,1,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.00,William Morrow,Kindle Edition,872,2015,2015,2016/01/01,2016/01/23,,,read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",0,4.42,Bantam,Paperback,1009,2002,1998,2016/01/01,2016/07/24,,,read,,,,1,0
211099,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",Richard Branson,"Branson, Richard",,"=""0812932293""","=""9780812932294""",0,3.99,Crown Business,Paperback,416,1999,1998,2016/01/01,2016/03/04,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.21,Harvest Books,Paperback,311,2005,1966,2016/01/01,2016/04/01,,,read,,,,1,0
1081637,The Road Ahead,Bill  Gates,"Gates, Bill","Nathan Myhrvold, Peter Rinearson","=""0670772895""","=""9780670772896""",3,3.74,Viking Pr,Hardcover,286,1995,1995,2016/02/10,2016/02/08,,,read,Valuable book for learning about the perspectives of the pre 2000 era on the future of technology and software. As someone born on the cusp of the new millennia I found it interesting to read about the birth of computers and their early uses and applications. The first few chapters is useful for learning basics of computers for those who are ignorant to them like I was. A lot of the book is largely irrelevant now though. Interesting to read a visionaries projections for the future I inhabit as he wrote it 20 years ago. ,,,1,0
101438,Skunk Works: A Personal Memoir of My Years at Lockheed,Ben R. Rich,"Rich, Ben R.",Leo Janos,"=""""","=""""",5,4.45,"Back Bay Books/Little, Brown & Co. (NY)",Paperback,382,1996,1994,2016/02/26,2016/02/23,,,read,"Ben Richs memoirs.<br/>Small separate specialized entity free from managerial bureaucracy.<br/>U2 Spy Plane<br/>SR-71 Stealth Plane<br/>F-104 Starfighter<br/>Lockheed Martins Secret defense sector subdivision, Skunk Works<br/>Managerial bureaucracy of an engineering firm<br/>Theme of government bureaucratic inefficiency getting in the way of actual development and strategic advantage. Top notch talent being shielded from bureaucracy and producing amazing results. ",true,,1,0
567189,Language in Thought and Action,S.I. Hayakawa,"Hayakawa, S.I.","Alan R. Hayakawa, Robert MacNeil, Stuart Chase","=""""","=""""",5,4.23,Mariner Books,Paperback,224,1991,1939,2016/03/25,2016/03/13,,,read,"Personal Notes<br/><br/>-Language is the relationship between ""maps"" and ""territory"". The words used to describe certain things are supposed to accurately describe the process it refers to in a way that is relevant and important to the present situation. What you say and why you say it<br/>-Words can have built in judgments and inferences, snarl and purr words are examples<br/>-There is a level of abstraction for everything, a cow is a process referring to the organism (low) which is a bundle of cells (lower) that is livestock (high abstraction) that is considered a farm asset (very high). Each level of abstraction bundles it with other things, farm asset includes tractors and buildings with the cow, and its name would isolate only the particular cow (process we call cow).<br/>-Open and close minded refers to how willing to accept or consider new ideas a person is<br/>When hearing a speech you have 4 choices<br/>1. Accept the speaker and the message<br/>2. Accept the speaker and reject the message<br/>3. Reject the Speaker and accept the message<br/>4. Reject the speaker and the message<br/>-Close minded people can either do 1. or 4. Open minded people are able to do any of the 4.<br/>-Multi-Valued Orientation is the ability to not consider things as either one or the other. Two valued orientation is either something is ""good"" or ""bad"". Multi valued lets you analyze from multiple angles to gain complexity and understanding<br/>-Intensional and Extensional Interpretation-<br/>        Intensional is being guided by the words and what we think they mean solely- Assigning words like ""churchgoer"" to other traits like good, kind, christian, etc. without knowing anything else about the particular ""churchgoer""<br/>-Extensional Orientation is applying it to the situation and reality<br/><br/>Overall don't let words and semantics twist up the ""terrain"" don't sell yourself or anyone else a false ""map"" and stick to the facts. Also, ""A truth told with bad intent, beats all the lies you can invent.""<br/>",,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.16,Simon & Schuster,Hardcover,630,2011,2011,2016/05/19,2016/04/06,,,read,,,,1,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",5,4.14,Portfolio,Hardcover,226,2016,2016,2016/10/02,2016/09/08,,,read,,,,1,0
1021599,Scipio Africanus:  Greater than Napoleon,B.H. Liddell Hart,"Hart, B.H. Liddell",Michael Grant,"=""0306805839""","=""9780306805837""",5,4.18,Da Capo Press,Paperback,281,1994,1926,2016/10/04,2016/10/03,,,read,,,,1,0
9319468,Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground,Kevin Poulsen,"Poulsen, Kevin",,"=""0307588688""","=""9780307588685""",4,3.96,Crown,Hardcover,288,2011,2011,2016/10/18,2016/10/12,,,read,,,,1,0
210119,The Master Game (Consciousness Classics),Robert S. de Ropp,"Ropp, Robert S. de",Iven Lourie,"=""0895561506""","=""9780895561503""",5,4.20,Gateways Books & Tapes,Paperback,272,2003,1968,2017/01/01,2016/03/13,,,read,,,,3,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",0,4.16,Bantam Books,Mass Market Paperback,1060,2011,2005,2017/01/14,2017/01/14,,,read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.04,W.W. Norton & Company,Paperback,498,2005,1997,2017/02/01,2016/11/07,,,read,,,,1,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.37,Beacon Press,Paperback,165,2006,1946,2017/02/02,2017/02/15,,,read,,,,3,0
4808763,The Last Question,Isaac Asimov,"Asimov, Isaac","Bob E. Flick, Jim Gallant","=""1884214495""","=""9781884214493""",0,4.55,Ziggurat Productions,Audio CD,9,2007,1956,2017/06/10,2017/06/11,,,read,,,,1,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",5,4.36,Ballantine Books,Mass Market Paperback,466,2015,1965,2017/06/28,2017/05/21,,,read,,,,2,0
